x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
-27,-44,255,232,16,-74,4
-27,-48,255,232,17,-74,4
-27,-49,254,232,16,-73,4
-26,-55,253,232,16,-74,4
-27,-54,253,232,16,-74,4
-25,-57,253,232,17,-75,4
-26,-54,254,232,16,-75,4
-26,-46,254,232,16,-76,4
-18,-28,259,231,17,-75,4
-23,-38,257,231,17,-76,4
-23,-39,256,231,17,-77,4
-17,-24,260,231,16,-78,4
-14,-17,261,231,17,-78,4
-13,-11,261,230,17,-78,4
-12,-10,261,231,16,-78,4
-11,0,261,231,16,-78,4
-11,0,260,231,16,-77,4
-11,6,260,231,17,-78,4
-10,8,260,231,17,-77,4
-12,16,259,231,16,-78,4
-11,17,259,231,17,-78,4
-13,19,259,230,16,-80,4
-16,18,259,230,16,-81,4
-15,24,257,229,16,-81,4
-14,25,258,229,16,-81,4
-14,29,257,229,16,-83,4
-14,30,258,229,16,-83,4
-15,31,258,228,16,-85,4
-14,30,257,228,16,-85,4
-15,27,257,228,16,-85,4
-15,29,257,228,16,-86,4
-14,27,258,228,16,-86,4
-14,27,258,228,16,-86,4
-15,20,258,228,16,-85,4
-15,19,258,228,16,-86,4
-16,12,259,227,16,-87,4
-16,17,258,227,16,-88,5
-15,9,260,227,16,-89,5
57,-14,260,225,14,-105,5
11,-99,244,199,0,-133,5
20,-107,235,222,22,-103,5
6,-102,240,212,11,-121,5
2,-92,244,208,8,-127,5
-3,-70,252,205,6,-132,5
-2,-72,252,204,6,-134,5
-7,-76,250,202,6,-137,5
-7,-83,247,202,6,-138,5
-8,-76,250,201,6,-139,5
-19,-58,253,203,6,-136,5
-15,-60,252,203,5,-135,5
-16,-60,253,202,6,-136,5
-14,-65,252,203,5,-136,5
-26,-59,252,202,6,-136,5
-31,-62,251,202,5,-137,5
-32,-61,251,202,6,-137,5
-29,-68,250,202,5,-136,5
-21,-96,241,202,5,-137,5
-19,-81,247,202,6,-138,5
-13,-72,251,202,6,-137,5
