id,x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
axel,5,59,-249,-207,-2,148,3
axel,40,14,-255,-193,4,168,3
axel,20,-13,-255,-175,0,187,3
axel,19,38,-254,-206,7,163,3
axel,22,82,-240,-236,9,82,3
axel,15,77,-244,-238,8,80,3
axel,14,84,-242,-237,8,82,3
axel,14,85,-241,-236,9,84,3
axel,14,83,-242,-236,9,84,3
axel,14,83,-242,-237,9,84,3
axel,12,78,-243,-236,9,86,3
axel,14,80,-243,-236,9,86,3
axel,14,80,-243,-236,9,86,3
axel,13,81,-243,-236,9,85,3
axel,12,81,-243,-236,10,85,3
axel,12,81,-243,-236,10,85,3
axel,12,81,-243,-236,9,86,3
axel,12,81,-242,-236,9,85,3
axel,12,81,-243,-236,9,85,3
axel,12,81,-243,-236,9,85,3
axel,12,81,-243,-236,9,85,3
axel,12,80,-243,-236,10,84,3
axel,12,81,-243,-236,9,85,3
axel,12,80,-243,-236,10,85,3
axel,12,80,-243,-236,10,85,3
axel,12,81,-243,-236,9,85,3
axel,12,81,-242,-236,9,85,3
axel,12,81,-243,-236,9,85,3
axel,12,81,-243,-236,10,85,3
axel,12,81,-243,-236,10,85,3
axel,13,85,-241,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,86,-241,-236,9,85,3
axel,13,84,-241,-236,9,85,3
axel,12,84,-241,-236,9,85,3
axel,13,85,-241,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,84,-241,-236,10,85,3
axel,13,84,-242,-236,9,85,3
axel,13,85,-241,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,12,85,-241,-236,9,85,3
axel,12,84,-242,-236,9,85,3
axel,13,84,-241,-236,9,85,3
axel,12,85,-241,-236,9,85,3
axel,12,85,-241,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,84,-242,-236,9,85,3
axel,13,84,-241,-236,9,85,3
axel,13,84,-241,-236,9,85,3
axel,12,85,-241,-236,9,85,3
axel,12,84,-241,-236,9,85,3
axel,13,85,-241,-236,9,85,3
axel,13,86,-241,-236,9,85,3
axel,13,87,-241,-236,9,86,4
axel,8,62,-254,-241,9,60,4
axel,160,-97,-143,-236,-88,14,4
axel,185,-172,-2,-168,-45,-170,4
axel,69,-155,203,119,41,-215,4
axel,-18,-187,144,185,6,-168,4
axel,-20,-173,188,205,-4,-138,4
axel,21,-116,229,210,-7,-135,4
axel,17,-122,229,216,-5,-124,4
axel,18,-123,229,215,-5,-125,4
axel,18,-122,229,214,-6,-126,4
axel,17,-122,229,214,-6,-125,4
axel,17,-122,229,214,-7,-126,4
axel,17,-122,229,215,-6,-125,4
axel,16,-121,229,214,-7,-125,4
axel,17,-122,229,214,-6,-125,4
axel,16,-122,229,214,-7,-125,4
axel,17,-123,229,215,-6,-125,4
axel,17,-122,229,215,-7,-125,4
axel,17,-122,229,215,-6,-125,4
axel,17,-123,229,214,-7,-125,4
axel,17,-122,229,215,-7,-125,4
axel,17,-123,229,215,-6,-125,4
axel,17,-123,229,214,-7,-125,4
axel,17,-124,229,214,-6,-125,4
axel,17,-123,228,214,-7,-125,4
axel,17,-123,228,215,-7,-125,4
axel,16,-124,228,215,-6,-125,4
axel,16,-123,228,215,-7,-125,4
axel,16,-123,228,214,-7,-125,4
axel,16,-124,228,215,-7,-125,4
axel,16,-123,229,214,-7,-125,4
axel,16,-124,228,214,-7,-125,4
axel,16,-124,228,215,-6,-125,4
axel,16,-124,228,214,-7,-125,4
axel,16,-124,228,215,-7,-125,4
axel,16,-123,229,214,-7,-125,4
axel,16,-124,228,215,-7,-125,4
axel,16,-123,228,215,-7,-125,4
axel,16,-124,228,214,-7,-125,4
axel,16,-124,228,214,-7,-125,4
axel,16,-123,228,215,-7,-125,4
axel,16,-124,228,215,-7,-124,4
axel,16,-123,228,215,-7,-125,4
axel,16,-124,228,214,-7,-125,4
axel,29,-123,228,215,-7,-123,4
axel,47,-125,223,219,-4,-118,4
axel,30,-121,228,216,-5,-122,4
axel,29,-120,229,216,-5,-123,4
axel,23,-115,232,216,-6,-123,4
axel,23,-116,231,216,-6,-123,4
axel,24,-117,231,216,-5,-123,4
axel,25,-117,231,216,-6,-123,4
axel,25,-118,230,216,-6,-124,4
axel,25,-118,231,216,-5,-123,4
axel,24,-117,230,216,-6,-123,4
axel,24,-117,231,216,-6,-123,4
axel,24,-117,231,216,-6,-123,4
axel,25,-117,231,216,-6,-123,4
axel,24,-117,231,216,-6,-123,5
axel,28,-119,231,216,-5,-122,5
axel,35,-212,135,70,-11,-123,5
axel,75,-196,101,-214,-125,6,5
axel,115,-221,-29,88,41,-278,5
axel,122,-216,-50,130,-167,-110,5
axel,125,-218,-38,6,-32,-235,5
axel,127,-217,-33,-2,15,-255,5
axel,129,-216,-34,-25,24,-246,5
axel,129,-217,-23,-13,19,-253,5
axel,129,-216,-25,-23,25,-253,5
axel,141,-211,-14,25,27,-250,5
axel,132,-217,-14,13,34,-247,5
axel,131,-217,-21,-13,20,-251,5
axel,156,-181,64,31,48,-243,5
axel,36,-103,238,104,28,-230,5
axel,19,-112,235,170,-35,-181,5
axel,18,-110,235,201,-21,-145,5
axel,22,-104,237,205,-15,-140,5
axel,21,-100,239,209,-12,-133,5
axel,22,-99,240,211,-10,-130,5
axel,23,-99,241,212,-9,-130,5
axel,23,-98,240,212,-9,-130,5
axel,23,-99,240,212,-9,-129,5
axel,23,-98,241,212,-8,-129,5
axel,24,-98,241,212,-9,-129,5
axel,24,-98,241,212,-9,-129,5
axel,24,-98,241,212,-9,-129,5
axel,24,-98,241,212,-9,-129,5
axel,24,-98,240,212,-8,-129,5
axel,24,-98,240,213,-8,-129,5
axel,27,-99,239,212,-8,-128,5
axel,28,-100,239,213,-8,-128,5
axel,28,-99,240,213,-7,-128,5
axel,27,-98,240,213,-7,-128,5
axel,27,-99,240,213,-7,-128,5
axel,27,-98,240,213,-8,-128,5
axel,27,-99,240,212,-8,-129,5
axel,27,-99,240,213,-8,-128,5
axel,27,-99,240,213,-8,-128,5
axel,27,-98,240,213,-8,-128,5
axel,27,-98,240,213,-8,-128,5
axel,27,-98,240,213,-7,-128,5
axel,26,-98,240,213,-8,-128,5
axel,26,-99,240,213,-8,-128,5
axel,27,-98,240,214,-8,-127,5
axel,26,-98,240,213,-8,-127,5
axel,26,-98,240,214,-7,-126,5
axel,26,-98,240,213,-8,-127,5
axel,26,-98,240,213,-7,-127,5
axel,27,-98,240,213,-8,-127,5
axel,27,-98,240,213,-8,-128,5
axel,27,-98,240,213,-8,-127,5
axel,27,-98,240,213,-7,-128,5
axel,27,-98,240,213,-7,-128,5
axel,27,-97,241,212,-7,-128,5
axel,27,-98,241,212,-7,-128,5
axel,27,-98,241,212,-7,-128,5
axel,27,-98,240,213,-7,-128,5
axel,177,-173,-69,-60,-15,-246,6
axel,173,-164,-97,-146,1,-198,6
axel,124,-161,148,142,61,-186,6
axel,45,-198,134,205,82,-117,6
axel,-13,-118,215,242,53,-58,6
axel,-6,-188,172,239,41,-46,6
axel,-9,-210,119,235,40,-57,6
axel,-48,-190,159,241,37,-34,6
axel,27,-164,191,240,41,-36,6
axel,37,-176,183,242,41,-25,6
axel,30,-161,198,241,42,-31,6
axel,6,-124,229,227,35,99,6
axel,-5,-121,229,247,17,31,6
axel,-14,-118,230,247,19,17,6
axel,-13,-118,230,246,20,16,6
axel,-13,-118,230,247,20,15,6
axel,-13,-118,231,247,20,16,6
axel,-13,-118,231,247,20,15,6
axel,-14,-117,231,247,21,16,6
axel,-14,-117,231,247,21,16,6
axel,-14,-117,231,247,20,15,6
axel,-14,-117,231,247,21,16,6
axel,-14,-117,231,247,21,16,6
axel,-14,-117,231,247,21,16,6
axel,-15,-116,231,247,21,16,6
axel,-15,-116,232,247,21,16,6
axel,-15,-116,231,247,21,16,6
axel,-15,-116,232,247,21,16,6
axel,-14,-116,232,247,21,17,6
axel,-14,-116,232,247,21,16,6
axel,-14,-116,232,247,21,16,6
axel,-14,-116,232,247,21,17,6
axel,-14,-116,232,247,20,17,6
axel,-15,-115,232,247,21,17,6
axel,-15,-115,232,247,21,16,6
axel,-15,-115,232,247,21,16,6
axel,-15,-115,232,247,21,17,6
axel,-15,-115,232,247,21,17,6
axel,-15,-115,232,246,21,17,6
axel,-15,-115,232,246,21,17,6
axel,-14,-115,232,247,21,16,6
axel,-14,-115,232,247,21,16,6
axel,-15,-115,232,247,21,16,6
axel,-15,-115,232,247,21,16,6
axel,-14,-115,233,247,21,16,6
axel,-15,-115,232,247,21,16,6
axel,-14,-115,232,247,21,16,6
axel,-15,-115,232,246,21,17,6
axel,-14,-114,232,247,21,16,6
axel,-15,-115,233,247,21,17,6
axel,-14,-115,232,247,21,16,6
axel,-15,-114,233,247,21,16,6
axel,-15,-114,232,247,21,17,6
axel,-15,-115,233,247,21,17,6
axel,-15,-115,233,247,21,17,6
axel,-15,-115,232,246,21,16,6
axel,-134,-181,-109,4,-14,266,7
axel,-168,-158,-91,57,-12,257,7
axel,-224,-106,22,115,2,235,7
axel,-227,-104,13,96,-18,246,7
axel,-228,-98,21,91,-2,249,7
axel,-228,-99,20,95,-1,247,7
axel,-226,-105,16,96,-1,247,7
axel,-225,-106,16,96,-1,247,7
axel,-225,-108,11,97,0,246,7
axel,-225,-107,13,97,0,246,7
axel,-225,-108,9,97,0,246,7
axel,-225,-107,11,97,0,247,7
axel,-225,-108,9,98,0,246,7
axel,-225,-108,8,97,0,246,7
axel,-225,-108,10,98,0,246,7
axel,-225,-106,13,98,0,246,7
axel,-225,-108,8,98,0,246,7
axel,-226,-107,12,99,0,246,7
axel,-225,-107,10,98,0,246,7
axel,-225,-108,9,99,0,246,7
axel,-226,-105,15,100,0,245,7
axel,-225,-108,8,99,0,246,7
axel,-226,-108,10,99,0,246,7
axel,-226,-106,11,99,0,246,7
axel,-225,-108,6,99,0,246,7
axel,-226,-105,13,100,0,246,7
axel,-225,-108,5,99,0,246,7
axel,-226,-107,11,100,0,245,7
axel,-226,-107,10,99,0,245,7
axel,-226,-106,11,100,0,245,7
axel,-225,-108,5,99,0,246,7
axel,-226,-107,11,100,0,245,7
axel,-225,-108,5,99,0,246,7
axel,-226,-106,11,100,0,245,7
axel,-225,-108,4,100,0,246,7
axel,-226,-107,10,100,0,245,7
axel,-225,-108,4,99,0,245,7
axel,-226,-105,13,101,0,245,7
axel,-225,-108,4,100,0,245,7
axel,-226,-105,12,100,0,246,7
axel,-225,-108,3,99,0,245,7
axel,-226,-106,11,100,0,245,7
axel,-225,-108,3,100,0,246,7
axel,-226,-106,10,100,0,245,7
axel,-225,-108,5,100,0,245,7
axel,-226,-107,8,100,0,245,7
axel,-226,-108,5,100,0,245,7
axel,-225,-107,7,100,0,245,7
axel,-225,-108,5,100,0,245,7
axel,-225,-108,6,100,0,245,7
axel,-226,-106,7,100,0,245,7
axel,-225,-108,4,101,0,245,7
axel,-226,-106,9,100,0,245,7
axel,-225,-108,2,100,0,245,7
axel,-225,-108,2,101,0,245,7
axel,-225,-107,5,101,0,245,7
axel,-225,-108,0,101,0,245,7
axel,-226,-106,7,101,0,245,7
axel,-225,-108,0,100,0,245,7
axel,-226,-107,2,101,0,245,8
axel,-226,-107,5,101,0,245,8
axel,-222,-111,18,112,10,236,8
axel,-214,-123,6,51,3,260,8
axel,-213,-136,19,75,-8,258,8
axel,-209,-135,17,96,-12,248,8
axel,-210,-132,14,89,-23,250,8
axel,-211,-130,14,88,-25,250,8
axel,-210,-132,9,88,-25,250,8
axel,-211,-130,13,88,-25,250,8
axel,-210,-133,8,87,-26,250,8
axel,-211,-131,11,88,-26,250,8
axel,-211,-132,7,88,-26,250,8
axel,-211,-131,10,89,-27,249,8
axel,-210,-132,7,89,-27,250,8
axel,-211,-131,10,89,-27,250,8
axel,-210,-132,7,89,-27,249,8
axel,-211,-130,11,89,-27,249,8
axel,-210,-132,7,90,-27,249,8
axel,-212,-130,12,89,-27,249,8
axel,-210,-132,7,89,-27,249,8
axel,-211,-130,11,90,-27,249,8
axel,-210,-132,7,89,-27,249,8
axel,-211,-131,10,90,-27,249,8
axel,-210,-132,8,90,-27,249,8
axel,-210,-132,8,90,-27,249,8
axel,-211,-131,10,90,-28,249,8
axel,-210,-132,7,90,-27,249,8
axel,-211,-130,11,90,-28,249,8
axel,-210,-132,6,90,-27,249,8
axel,-211,-131,11,90,-27,249,8
axel,-210,-132,7,90,-28,249,8
axel,-212,-130,11,90,-27,249,8
axel,-210,-132,7,90,-28,249,8
axel,-211,-131,10,90,-28,249,8
axel,-210,-132,6,90,-28,249,8
axel,-211,-131,10,90,-27,249,8
axel,-210,-132,7,90,-28,249,8
axel,-210,-132,7,90,-28,249,8
axel,-210,-133,5,90,-28,249,8
axel,-211,-132,8,91,-28,249,8
axel,-210,-133,7,90,-28,249,8
axel,-210,-133,6,90,-28,249,8
axel,-210,-132,8,90,-27,248,8
axel,-209,-133,4,90,-28,249,8
axel,-210,-132,8,90,-28,248,8
axel,-210,-134,3,90,-28,248,8
axel,-210,-132,8,90,-28,249,8
axel,-210,-133,5,90,-28,249,8
axel,-210,-133,5,90,-28,249,8
axel,-210,-133,5,90,-28,248,8
axel,-209,-134,4,91,-28,248,8
axel,-210,-132,7,91,-28,249,8
axel,-209,-134,4,91,-28,249,8
axel,-210,-132,8,90,-28,249,8
axel,-209,-134,3,91,-28,249,8
axel,-210,-132,7,90,-28,249,8
axel,-209,-134,3,91,-28,249,8
axel,-209,-134,5,91,-28,249,8
axel,-209,-133,5,91,-28,249,9
axel,-209,-134,3,91,-28,249,9
axel,-220,-116,-2,92,-28,248,9
axel,-232,-103,-17,87,-25,251,9
axel,-224,-104,-40,76,0,255,9
axel,-228,-101,-25,85,-3,251,9
axel,-214,-113,57,65,-15,259,9
axel,-241,-109,4,65,-24,258,9
axel,-224,-90,-53,64,-28,257,9
axel,-228,-89,-45,69,-25,256,9
axel,-228,-87,-52,70,-25,256,9
axel,-228,-87,-50,71,-26,256,9
axel,-228,-86,-54,72,-26,255,9
axel,-228,-86,-53,73,-27,255,9
axel,-228,-86,-55,73,-27,255,9
axel,-228,-87,-52,75,-29,254,9
axel,-228,-87,-51,76,-29,254,9
axel,-227,-87,-54,76,-29,253,9
axel,-228,-86,-52,75,-29,254,9
axel,-228,-86,-53,76,-30,253,9
axel,-228,-86,-52,76,-30,254,9
axel,-228,-86,-52,75,-30,253,9
axel,-228,-87,-53,76,-29,253,9
axel,-229,-85,-50,76,-30,253,9
axel,-228,-86,-54,76,-30,253,9
axel,-229,-85,-52,76,-30,253,9
axel,-228,-85,-54,76,-30,253,9
axel,-229,-85,-50,77,-30,253,9
axel,-228,-85,-56,78,-31,252,9
axel,-229,-84,-50,77,-31,253,9
axel,-228,-84,-54,78,-31,252,9
axel,-229,-84,-53,78,-31,252,9
axel,-230,-83,-50,78,-31,252,9
axel,-227,-84,-58,78,-31,252,9
axel,-229,-84,-54,78,-31,252,9
axel,-228,-83,-57,78,-31,252,9
axel,-228,-83,-56,78,-31,252,9
axel,-228,-83,-55,78,-31,252,9
axel,-228,-83,-59,78,-31,252,9
axel,-229,-83,-54,78,-32,252,9
axel,-228,-83,-58,78,-31,252,9
axel,-228,-82,-57,79,-31,252,9
axel,-229,-82,-55,78,-32,252,9
axel,-227,-82,-61,79,-31,252,9
axel,-229,-82,-56,79,-31,252,9
axel,-228,-82,-58,78,-31,252,9
axel,-228,-82,-59,78,-31,252,9
axel,-229,-82,-55,79,-32,252,9
axel,-228,-82,-59,79,-31,252,9
axel,-229,-82,-56,78,-31,252,9
axel,-228,-83,-61,79,-31,252,9
axel,-228,-82,-59,79,-32,252,9
axel,-228,-81,-57,79,-31,252,9
axel,-227,-81,-63,79,-31,252,9
axel,-228,-81,-62,79,-32,252,9
axel,-228,-81,-60,79,-32,252,9
axel,-229,-81,-55,79,-32,252,9
axel,-228,-81,-59,79,-32,252,9
axel,-228,-81,-60,79,-31,252,9
axel,-229,-80,-55,79,-31,252,10
axel,-170,-64,-163,66,-14,257,10
axel,-118,-80,-220,-17,-51,258,10
axel,7,-70,-253,-205,-143,70,10
axel,160,-197,-77,-213,-58,-107,10
axel,175,-152,-95,-129,19,-177,10
axel,166,-178,-72,-101,115,-172,10
axel,173,-173,-69,-18,28,-242,10
axel,246,-79,-48,-95,-9,-235,10
axel,244,-79,32,-70,-10,-243,10
axel,253,-46,20,-70,-11,-243,10
axel,254,-47,20,-41,-6,-250,10
axel,254,-48,21,-40,-5,-250,10
axel,254,-48,22,-39,-5,-250,10
axel,253,-49,23,-39,-5,-251,10
axel,254,-48,23,-39,-5,-251,10
axel,252,-54,21,-25,-2,-253,10
axel,252,-57,23,-19,-1,-253,10
axel,252,-55,15,-18,-1,-253,10
axel,255,-39,12,-9,0,-254,10
axel,257,-26,-13,-6,1,-254,10
axel,255,-40,-5,-6,1,-254,10
axel,257,-35,-9,-2,1,-254,10
axel,257,-25,-33,-4,2,-254,10
axel,255,-38,-6,-11,0,-254,10
axel,254,-42,-2,-16,0,-254,10
axel,255,-41,4,-20,-2,-253,10
axel,256,-38,0,-95,-14,-232,10
axel,255,-38,-2,-35,-2,-252,10
axel,256,-40,0,-38,-3,-251,10
axel,256,-39,0,-37,-3,-251,10
axel,256,-40,0,-38,-3,-251,10
axel,255,-40,0,-38,-3,-251,10
axel,256,-40,0,-36,-1,-252,10
axel,256,-40,0,-42,-2,-251,10
axel,256,-40,1,-42,-3,-250,10
axel,255,-40,1,-42,-3,-251,10
axel,256,-40,1,-38,-2,-251,10
axel,256,-40,2,-41,-3,-251,10
axel,255,-40,2,-42,-3,-251,10
axel,255,-41,2,-42,-3,-251,10
axel,255,-40,3,-42,-3,-250,10
axel,255,-40,2,-42,-3,-250,10
axel,255,-40,3,-42,-3,-250,10
axel,256,-40,2,-42,-3,-250,10
axel,255,-41,2,-42,-3,-251,10
axel,255,-40,2,-42,-3,-250,10
axel,255,-40,2,-42,-3,-251,10
axel,256,-40,3,-42,-3,-250,10
axel,255,-40,3,-42,-3,-251,10
axel,256,-40,2,-42,-3,-251,10
axel,256,-40,3,-42,-3,-250,10
axel,256,-40,1,-42,-3,-251,10
axel,255,-40,3,-42,-3,-251,10
axel,255,-40,1,-42,-3,-250,10
axel,256,-40,3,-42,-3,-250,10
axel,255,-40,2,-42,-3,-251,10
axel,255,-39,3,-42,-3,-251,10
axel,255,-41,1,-42,-3,-250,10
axel,256,-39,1,-42,-4,-251,11
axel,254,-48,-7,-66,24,-244,11
axel,254,-48,3,-34,3,-252,11
axel,255,-42,9,-41,0,-251,11
axel,255,-41,11,-39,-1,-251,11
axel,255,-42,10,-39,-1,-251,11
axel,255,-41,9,-38,0,-251,11
axel,255,-41,11,-38,-1,-251,11
axel,255,-41,10,-38,-1,-251,11
axel,255,-40,12,-38,-1,-252,11
axel,255,-41,9,-38,-1,-251,11
axel,255,-40,11,-38,0,-251,11
axel,255,-41,10,-38,0,-251,11
axel,255,-41,11,-38,0,-252,11
axel,255,-41,10,-38,0,-251,11
axel,255,-41,11,-38,0,-251,11
axel,255,-41,9,-37,0,-251,11
axel,255,-41,10,-37,-1,-251,11
axel,255,-41,10,-38,0,-251,11
axel,255,-42,9,-37,0,-251,11
axel,255,-41,10,-37,0,-251,11
axel,255,-41,9,-38,0,-251,11
axel,255,-41,12,-37,0,-252,11
axel,255,-41,10,-38,0,-251,11
axel,255,-41,11,-38,0,-252,11
axel,255,-41,10,-38,0,-252,11
axel,255,-41,11,-37,0,-251,11
axel,255,-41,10,-38,0,-251,11
axel,255,-41,12,-38,0,-251,11
axel,255,-41,11,-38,0,-251,11
axel,255,-41,10,-37,0,-251,11
axel,255,-40,11,-37,0,-251,11
axel,255,-42,10,-37,0,-251,11
axel,255,-41,11,-37,0,-251,11
axel,255,-41,10,-37,0,-252,11
axel,255,-41,11,-37,0,-251,11
axel,255,-41,10,-37,0,-251,11
axel,255,-41,11,-37,0,-251,11
axel,255,-41,12,-37,0,-252,11
axel,255,-41,11,-37,0,-251,11
axel,255,-40,12,-37,0,-251,11
axel,255,-41,10,-37,0,-252,11
axel,255,-41,12,-37,0,-252,11
axel,255,-42,11,-38,0,-252,11
axel,255,-41,13,-37,0,-251,11
axel,255,-42,10,-38,0,-251,11
axel,255,-41,12,-37,0,-251,11
axel,255,-42,11,-37,0,-252,11
axel,255,-41,11,-37,0,-252,11
axel,255,-41,12,-37,0,-251,11
axel,255,-41,12,-37,0,-251,11
axel,255,-41,13,-37,0,-252,11
axel,255,-42,11,-37,0,-251,11
axel,255,-41,13,-37,0,-252,11
axel,255,-41,13,-37,0,-251,11
axel,255,-41,12,-37,0,-252,11
axel,255,-41,13,-37,0,-251,11
axel,255,-41,11,-37,0,-251,11
axel,255,-41,13,-37,0,-251,11
axel,256,-41,15,-36,0,-252,12
axel,212,-39,-137,-60,11,-243,12
axel,257,-28,-6,-21,9,-255,12
axel,257,-34,0,-25,-3,-252,12
axel,256,-39,7,-8,2,-254,12
axel,259,-47,-16,6,0,-254,12
axel,249,-46,-24,5,0,-254,12
axel,255,-42,-12,4,0,-254,12
axel,255,-41,-14,4,1,-254,12
axel,255,-43,-12,5,1,-255,12
axel,255,-43,-17,5,0,-254,12
axel,255,-42,-19,5,0,-254,12
axel,255,-41,-19,5,0,-254,12
axel,255,-41,-20,5,0,-254,12
axel,255,-41,-22,5,0,-254,12
axel,255,-41,-21,4,0,-255,12
axel,255,-41,-22,5,0,-254,12
axel,255,-40,-20,5,0,-254,12
axel,255,-40,-23,5,0,-254,12
axel,255,-38,-18,5,0,-254,12
axel,255,-40,-23,5,0,-254,12
axel,255,-38,-18,5,0,-254,12
axel,255,-40,-23,5,0,-254,12
axel,255,-38,-20,5,0,-254,12
axel,255,-40,-23,5,0,-254,12
axel,255,-38,-20,5,0,-254,12
axel,255,-40,-24,4,0,-254,12
axel,255,-37,-20,5,0,-254,12
axel,254,-40,-25,4,0,-255,12
axel,255,-38,-22,4,0,-254,12
axel,255,-39,-25,4,0,-254,12
axel,255,-40,-26,4,0,-254,12
axel,255,-38,-24,4,0,-254,12
axel,255,-40,-27,4,0,-254,12
axel,255,-38,-25,4,0,-254,12
axel,254,-40,-28,4,0,-255,12
axel,255,-39,-25,5,0,-254,12
axel,255,-40,-27,5,0,-254,12
axel,255,-39,-26,5,0,-254,12
axel,255,-40,-27,5,0,-254,12
axel,255,-39,-26,5,0,-254,12
axel,255,-38,-25,5,0,-255,12
axel,254,-40,-28,5,0,-254,12
axel,255,-38,-26,5,0,-254,12
axel,254,-39,-28,5,0,-254,12
axel,254,-39,-28,5,0,-254,12
axel,255,-38,-26,5,-1,-254,12
axel,254,-40,-30,5,0,-254,12
axel,255,-38,-27,5,0,-254,12
axel,254,-40,-30,5,0,-254,12
axel,254,-39,-28,5,0,-254,12
axel,254,-39,-28,5,0,-254,12
axel,254,-39,-30,5,0,-254,12
axel,254,-38,-27,5,0,-254,12
axel,254,-39,-30,5,0,-254,12
axel,255,-38,-28,5,0,-255,12
axel,254,-39,-29,4,0,-254,12
axel,254,-39,-30,5,0,-254,12
axel,254,-37,-27,5,0,-254,12
benedetta,35,-244,20,-32,-245,11,1
benedetta,5,-246,-45,-22,-246,14,1
benedetta,-14,-242,-69,-20,-246,16,1
benedetta,-19,-247,-31,-23,-246,18,1
benedetta,-14,-249,-26,-22,-246,21,1
benedetta,-10,-248,-40,-21,-246,21,1
benedetta,-12,-244,-61,-22,-246,25,1
benedetta,-11,-244,-60,-21,-246,23,1
benedetta,-12,-241,-67,-23,-245,23,1
benedetta,-11,-240,-73,-24,-246,26,1
benedetta,-5,-243,-66,-22,-245,21,1
benedetta,-12,-244,-58,-17,-246,28,1
benedetta,-23,-242,-57,-20,-246,20,1
benedetta,7,-242,-67,4,-246,-14,1
benedetta,8,-238,-38,4,-247,-2,1
benedetta,8,-254,20,-16,-247,10,1
benedetta,24,-248,13,-19,-246,22,1
benedetta,14,-228,108,0,-247,18,1
benedetta,23,-250,6,7,-247,-5,1
benedetta,11,-251,26,12,-247,8,1
benedetta,9,-244,44,0,-248,14,1
benedetta,-35,-238,56,12,-249,3,1
benedetta,-42,-235,64,11,-243,-12,1
benedetta,-15,-233,95,-6,-248,37,1
benedetta,-89,-221,84,-4,-247,-23,1
benedetta,-82,-222,86,-12,-247,-25,1
benedetta,-55,-231,66,-9,-245,-8,1
benedetta,154,-121,169,53,-251,-1,1
benedetta,157,-182,20,8,-247,-10,1
benedetta,35,-219,-130,-190,-137,14,1
benedetta,36,-225,-89,-247,8,22,1
benedetta,0,20,-273,-238,12,-1,1
benedetta,8,45,-252,-227,15,50,1
benedetta,10,37,-255,-243,17,62,1
benedetta,6,25,-256,-241,-10,67,1
benedetta,-9,-3,-260,-237,11,56,1
benedetta,1,24,-256,-233,12,58,1
benedetta,1,35,-255,-238,13,83,1
benedetta,2,35,-255,-236,13,92,1
benedetta,2,33,-256,-235,12,93,1
benedetta,3,37,-254,-236,12,93,1
benedetta,3,37,-255,-236,12,92,1
benedetta,3,33,-255,-236,13,92,1
benedetta,3,35,-255,-236,12,93,1
benedetta,7,46,-253,-249,17,21,1
benedetta,6,42,-253,-245,15,54,1
benedetta,6,42,-253,-244,15,61,1
benedetta,6,40,-254,-243,15,65,1
benedetta,5,42,-253,-243,14,66,1
benedetta,2,44,-253,-243,14,66,1
benedetta,2,42,-254,-243,14,67,1
benedetta,5,39,-254,-242,14,67,1
benedetta,5,39,-254,-242,14,68,1
benedetta,5,38,-254,-242,14,69,1
benedetta,5,39,-254,-242,14,68,1
benedetta,5,39,-254,-242,14,67,1
benedetta,6,39,-254,-242,14,69,1
benedetta,6,39,-254,-242,14,70,1
benedetta,6,40,-254,-242,14,70,1
benedetta,6,37,-255,-242,13,68,1
benedetta,5,36,-254,-242,14,69,1
benedetta,6,38,-254,-242,14,70,1
benedetta,5,39,-254,-242,14,70,1
benedetta,6,37,-255,-242,14,69,1
benedetta,5,38,-254,-242,13,70,1
benedetta,3,39,-254,-242,14,71,1
benedetta,4,38,-254,-242,14,70,1
benedetta,6,36,-254,-242,13,71,1
benedetta,6,40,-254,-242,14,71,1
benedetta,4,41,-254,-242,14,71,1
benedetta,4,40,-256,-242,13,71,1
benedetta,5,37,-254,-241,14,73,1
benedetta,5,36,-255,-241,13,72,1
benedetta,6,37,-254,-241,14,74,1
benedetta,6,36,-255,-240,14,76,1
benedetta,6,37,-255,-240,14,78,1
benedetta,6,36,-255,-240,13,78,1
benedetta,7,37,-255,-240,14,79,1
benedetta,7,36,-254,-240,14,78,1
benedetta,7,36,-255,-240,14,79,1
benedetta,6,36,-255,-240,13,79,1
benedetta,6,36,-255,-240,13,80,2
benedetta,7,37,-255,-239,13,81,2
benedetta,6,35,-255,-239,13,80,2
benedetta,7,36,-254,-239,14,81,2
benedetta,6,35,-255,-240,13,81,2
benedetta,7,37,-255,-239,14,81,2
benedetta,6,36,-255,-239,14,81,2
benedetta,7,36,-254,-239,14,81,2
benedetta,7,37,-255,-239,13,81,2
benedetta,6,35,-255,-239,13,81,2
benedetta,6,35,-255,-239,14,81,2
benedetta,5,38,-254,-239,13,81,2
benedetta,5,38,-254,-239,14,81,2
benedetta,5,38,-254,-239,14,81,2
benedetta,2,46,-254,-248,10,80,2
benedetta,-15,25,-261,-210,0,146,2
benedetta,-15,33,-251,-235,13,91,2
benedetta,-8,48,-252,-236,16,90,2
benedetta,-7,49,-252,-235,16,93,2
benedetta,-6,47,-252,-234,16,95,2
benedetta,-6,48,-252,-234,16,96,2
benedetta,-7,49,-252,-234,12,96,2
benedetta,-6,50,-252,-234,12,97,2
benedetta,-4,51,-251,-234,13,96,2
benedetta,-4,50,-251,-234,12,96,2
