x1,y1,z1,x2,y2,z2
24,199,142,14,-220,-121 
24,199,142,14,-220,-122 
24,199,142,14,-220,-122 
24,199,142,14,-220,-122 
24,199,142,15,-220,-118 
24,199,142,13,-218,-124 
25,204,145,-57,-106,-177 
27,199,143,5,-203,-147 
