x1,y1,z1,x2,y2,z2,position
3,-252,-18,-4,238,28,1
3,-252,-18,-4,238,28,1
3,-252,-18,-4,238,28,1
3,-252,-18,-4,239,28,1
3,-252,-18,-4,238,28,1
3,-252,-18,-4,238,28,2
3,-252,-18,-4,238,28,2
3,-252,-18,-4,239,28,2
3,-252,-18,-4,239,28,2
3,-252,-18,-4,238,28,2
3,-252,-18,-4,238,28,2
3,-252,-18,-4,238,28,2
