x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
4,-252,-9,-1,238,-17,1
4,-252,-9,-1,238,-17,1
4,-252,-9,-1,238,-17,1
4,-252,-9,-1,238,-18,1
4,-252,-9,-1,238,-17,1
4,-252,-9,-1,238,-17,2
4,-251,-9,0,236,-16,2
4,-252,-9,-1,238,-17,2
4,-252,-9,-1,238,-17,2
4,-253,-9,-1,238,-17,2
4,-252,-9,-1,238,-17,2
4,-252,-9,-1,237,-17,2
4,-253,-9,-1,238,-17,3
4,-252,-9,-1,238,-17,3
4,-252,-9,-1,238,-17,3
4,-253,-9,-1,238,-17,3
4,-252,-9,-1,237,-17,3
4,-253,-9,-1,238,-17,3
4,-252,-9,-1,238,-17,3
4,-252,-9,-1,238,-17,4
4,-252,-9,-1,237,-17,4
4,-253,-9,-1,238,-17,4
4,-252,-9,-1,238,-17,4
4,-252,-9,-1,238,-18,4
4,-253,-9,-1,238,-17,4
4,-252,-9,-1,238,-18,4
4,-253,-9,-1,238,-17,5
4,-252,-9,-1,238,-17,5
4,-252,-9,-1,237,-18,5
4,-253,-9,-1,238,-17,5
4,-252,-9,-1,238,-17,5
4,-252,-9,-1,237,-17,5
4,-252,-9,-1,238,-17,5
4,-252,-9,-1,238,-18,6
4,-252,-9,-1,238,-17,6
4,-253,-9,-1,238,-17,6
4,-252,-9,-2,237,-17,6
4,-252,-9,-1,238,-17,6
4,-252,-9,-1,238,-17,6
4,-252,-9,-1,238,-17,6
4,-252,-9,-1,237,-17,7
4,-253,-9,-1,238,-18,7
4,-253,-9,-1,238,-17,7
4,-253,-9,-1,237,-17,7
4,-253,-9,-1,238,-17,7
4,-252,-9,-1,238,-18,7
4,-252,-9,-1,238,-17,7
4,-252,-9,-1,238,-17,8
4,-252,-9,-1,238,-18,8
4,-252,-9,-1,238,-17,8
4,-252,-9,-1,238,-18,8
4,-252,-9,-1,238,-17,8
4,-252,-9,-1,238,-17,8
4,-252,-9,-1,238,-17,8
4,-252,-9,-1,237,-17,9
4,-252,-9,-1,238,-18,9
4,-253,-9,-1,238,-17,9
4,-252,-9,-1,238,-17,9
4,-252,-9,-1,238,-17,9
4,-253,-9,-1,238,-17,9
4,-252,-9,-1,238,-17,9
4,-252,-9,-1,238,-17,10
4,-252,-9,-1,238,-17,10
4,-253,-9,-1,238,-18,10
4,-253,-9,-2,238,-17,10
4,-252,-9,-1,238,-17,10
4,-252,-9,-1,238,-17,10
4,-252,-9,-1,238,-18,10
4,-253,-9,-1,238,-17,11
4,-252,-9,-1,238,-17,11
4,-252,-9,-1,238,-17,11
4,-252,-9,-1,238,-17,11
4,-252,-9,-1,238,-17,11
4,-253,-9,-1,238,-18,11
4,-253,-9,-1,238,-18,11
4,-253,-9,-1,238,-17,12
4,-252,-9,-1,238,-17,12
4,-253,-9,-1,238,-18,12
4,-252,-9,-1,238,-17,12
4,-252,-9,-1,238,-17,12
4,-252,-9,-1,238,-17,12
4,-252,-9,-1,238,-17,12
